SNS Platform,Framing,Appeal,Model,Product,Season,CTR
YouTube,Positive,Emotional,Character,Procedure,Season,0.0227
YouTube,Negative,Rational,Character,Suction,Season,0.0381
YouTube,Positive,Emotional,Character,Suction,Season,0.1184
YouTube,Positive,Emotional,Profession,Suction,Season,0.02
YouTube,Positive,Emotional,Character,Suction,Season,0.0476
YouTube,Positive,Rational,Profession,Suction,Season,0.0498
YouTube,Positive,Emotional,Ordinary,Procedure,Season,0.0136
YouTube,Negative,Rational,Profession,Suction,Non-Season,0.0144
YouTube,Positive,Rational,Profession,Suction,Season,0.017
YouTube,Positive,Emotional,Ordinary,Suction,Non-Season,0.0077
YouTube,Positive,Rational,Profession,Suction,Season,0.0115
YouTube,Positive,Rational,Ordinary,Suction,Season,0.0098
YouTube,Positive,Rational,Profession,Suction,Season,0.0399
YouTube,Positive,Rational,Character,Suction,Season,0.0545
YouTube,Negative,Emotional,Ordinary,Procedure,Non-Season,0.022
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0122
YouTube,Positive,Rational,Profession,Suction,Season,0.0123
YouTube,Negative,Emotional,Ordinary,Procedure,Non-Season,0.0264
YouTube,Positive,Emotional,Profession,Suction,Season,0.0201
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0125
YouTube,Positive,Emotional,Character,Suction,Season,0.0244
YouTube,Positive,Emotional,Ordinary,Procedure,Season,0.0062
YouTube,Positive,Rational,Ordinary,Procedure,Season,0.0524
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0246
YouTube,Positive,Rational,Character,Suction,Season,0.028
YouTube,Positive,Rational,Profession,Suction,Season,0.0381
YouTube,Positive,Emotional,Ordinary,Procedure,Season,0.0259
YouTube,Positive,Emotional,Character,Suction,Season,0.0662
YouTube,Positive,Rational,Character,Suction,Season,0.0724
YouTube,Positive,Rational,Profession,Suction,Season,0.0409
YouTube,Positive,Emotional,Profession,Suction,Season,0.0214
YouTube,Positive,Emotional,Ordinary,Procedure,Season,0.0097
YouTube,Negative,Emotional,Ordinary,Procedure,Season,0.0198
YouTube,Positive,Emotional,Profession,Suction,Season,0.0124
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.039
YouTube,Negative,Emotional,Character,Suction,Season,0.036
YouTube,Positive,Emotional,Character,Suction,Non-Season,0.0231
YouTube,Negative,Emotional,Ordinary,Suction,Non-Season,0.0135
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0121
YouTube,Positive,Rational,Profession,Procedure,Non-Season,0.0129
YouTube,Positive,Rational,Profession,Suction,Season,0.0132
YouTube,Positive,Rational,Profession,Procedure,Season,0.0139
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.025
YouTube,Positive,Emotional,Profession,Procedure,Season,0.0124
YouTube,Negative,Emotional,Profession,Suction,Season,0.0129
YouTube,Negative,Emotional,Ordinary,Procedure,Season,0.0199
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0124
YouTube,Positive,Emotional,Profession,Suction,Season,0.0295
YouTube,Positive,Rational,Character,Suction,Season,0.0197
YouTube,Positive,Emotional,Ordinary,Procedure,Season,0.0156
YouTube,Positive,Emotional,Ordinary,Suction,Season,0.0315
YouTube,Positive,Emotional,Character,Suction,Season,0.0261
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0265
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0151
YouTube,Positive,Emotional,Profession,Suction,Non-Season,0.0235
YouTube,Positive,Rational,Ordinary,Suction,Non-Season,0.0435
YouTube,Positive,Rational,Character,Suction,Season,0.0243
YouTube,Positive,Emotional,Ordinary,Procedure,Non-Season,0.0172
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0107
YouTube,Positive,Emotional,Profession,Suction,Season,0.0125
YouTube,Positive,Rational,Profession,Procedure,Season,0.0263
YouTube,Positive,Emotional,Character,Suction,Non-Season,0.0284
YouTube,Positive,Rational,Profession,Suction,Season,0.0247
YouTube,Negative,Rational,Character,Suction,Non-Season,0.025
YouTube,Positive,Rational,Profession,Suction,Season,0.0157
YouTube,Positive,Emotional,Character,Suction,Season,0.0363
YouTube,Positive,Emotional,Ordinary,Suction,Season,0.0169
YouTube,Positive,Emotional,Ordinary,Suction,Season,0.0121
YouTube,Positive,Rational,Profession,Suction,Season,0.031
YouTube,Positive,Emotional,Ordinary,Suction,Non-Season,0.0062
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0188
YouTube,Positive,Emotional,Profession,Suction,Non-Season,0.0143
YouTube,Positive,Emotional,Profession,Procedure,Season,0.0252
YouTube,Positive,Rational,Profession,Procedure,Season,0.0281
YouTube,Negative,Rational,Profession,Procedure,Non-Season,0.0047
YouTube,Positive,Emotional,Ordinary,Suction,Non-Season,0.0204
YouTube,Positive,Emotional,Ordinary,Procedure,Season,0.0098
YouTube,Positive,Rational,Profession,Procedure,Non-Season,0.0355
YouTube,Positive,Emotional,Character,Suction,Season,0.0339
YouTube,Positive,Rational,Ordinary,Suction,Season,0.0201
YouTube,Positive,Rational,Profession,Suction,Season,0.0146
YouTube,Positive,Emotional,Ordinary,Procedure,Season,0.0161
YouTube,Positive,Emotional,Profession,Procedure,Non-Season,0.0129
YouTube,Positive,Rational,Ordinary,Suction,Season,0.0308
YouTube,Negative,Rational,Profession,Procedure,Season,0.0083
YouTube,Positive,Emotional,Profession,Suction,Season,0.0148
YouTube,Positive,Rational,Profession,Procedure,Season,0.0106
YouTube,Negative,Emotional,Profession,Suction,Season,0.0207
YouTube,Positive,Rational,Profession,Procedure,Season,0.0194
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0146
YouTube,Positive,Emotional,Profession,Suction,Season,0.0129
YouTube,Positive,Emotional,Profession,Suction,Season,0.0201
YouTube,Positive,Emotional,Character,Suction,Non-Season,0.0159
YouTube,Positive,Emotional,Character,Suction,Non-Season,0.0264
YouTube,Positive,Rational,Ordinary,Suction,Non-Season,0.0125
YouTube,Negative,Rational,Profession,Procedure,Non-Season,0.0063
YouTube,Positive,Emotional,Ordinary,Suction,Non-Season,0.0116
YouTube,Negative,Rational,Profession,Procedure,Non-Season,0.0047
YouTube,Positive,Emotional,Character,Suction,Season,0.054
YouTube,Negative,Emotional,Profession,Suction,Non-Season,0.0194
YouTube,Positive,Rational,Character,Procedure,Non-Season,0.0104
YouTube,Positive,Emotional,Ordinary,Procedure,Season,0.0059
YouTube,Positive,Rational,Profession,Procedure,Non-Season,0.0091
YouTube,Positive,Rational,Profession,Suction,Season,0.0688
YouTube,Positive,Rational,Profession,Suction,Season,0.0271
YouTube,Positive,Rational,Profession,Procedure,Season,0.0163
YouTube,Negative,Emotional,Ordinary,Suction,Season,0.01
YouTube,Positive,Rational,Character,Suction,Non-Season,0.0218
YouTube,Positive,Rational,Profession,Suction,Season,0.0118
YouTube,Positive,Rational,Profession,Suction,Season,0.0323
YouTube,Positive,Rational,Profession,Procedure,Season,0.0138
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0138
YouTube,Negative,Rational,Profession,Procedure,Season,0.0067
YouTube,Positive,Rational,Ordinary,Suction,Season,0.0298
YouTube,Negative,Rational,Profession,Suction,Season,0.0245
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0117
YouTube,Positive,Rational,Profession,Procedure,Season,0.0104
YouTube,Positive,Emotional,Profession,Suction,Season,0.0041
YouTube,Positive,Emotional,Ordinary,Suction,Non-Season,0.0105
YouTube,Positive,Emotional,Ordinary,Suction,Season,0.0103
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0083
YouTube,Negative,Emotional,Profession,Procedure,Non-Season,0.0136
YouTube,Positive,Emotional,Profession,Suction,Season,0.0242
YouTube,Positive,Rational,Character,Suction,Non-Season,0.0178
YouTube,Positive,Rational,Ordinary,Suction,Season,0.0282
YouTube,Negative,Rational,Profession,Procedure,Non-Season,0.006
YouTube,Positive,Emotional,Character,Procedure,Season,0.0399
YouTube,Positive,Emotional,Ordinary,Suction,Season,0.0317
YouTube,Negative,Rational,Profession,Procedure,Season,0.0069
YouTube,Positive,Emotional,Ordinary,Suction,Non-Season,0.0203
YouTube,Positive,Emotional,Profession,Suction,Non-Season,0.0093
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0155
YouTube,Negative,Rational,Profession,Suction,Season,0.0354
YouTube,Positive,Emotional,Ordinary,Suction,Season,0.0084
YouTube,Positive,Rational,Profession,Suction,Season,0.0142
YouTube,Positive,Rational,Profession,Suction,Season,0.0203
YouTube,Negative,Rational,Profession,Procedure,Non-Season,0.0093
YouTube,Negative,Rational,Profession,Procedure,Non-Season,0.0148
YouTube,Positive,Rational,Profession,Suction,Season,0.0096
YouTube,Negative,Rational,Profession,Suction,Season,0.0125
YouTube,Negative,Emotional,Profession,Suction,Season,0.0093
YouTube,Positive,Emotional,Ordinary,Suction,Season,0.0122
YouTube,Positive,Emotional,Ordinary,Suction,Season,0.0124
YouTube,Positive,Rational,Ordinary,Suction,Season,0.0222
YouTube,Positive,Emotional,Ordinary,Procedure,Season,0.0063
YouTube,Positive,Rational,Ordinary,Suction,Season,0.0167
YouTube,Positive,Emotional,Profession,Suction,Non-Season,0.0151
YouTube,Positive,Emotional,Ordinary,Suction,Non-Season,0.018
YouTube,Positive,Emotional,Profession,Suction,Season,0.0125
YouTube,Negative,Emotional,Ordinary,Suction,Season,0.0139
YouTube,Positive,Emotional,Ordinary,Suction,Non-Season,0.0203
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0104
YouTube,Positive,Rational,Profession,Suction,Season,0.0195
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0146
YouTube,Positive,Emotional,Profession,Suction,Season,0.0194
YouTube,Positive,Emotional,Ordinary,Suction,Season,0.0206
YouTube,Positive,Emotional,Character,Suction,Non-Season,0.0204
YouTube,Positive,Rational,Profession,Suction,Season,0.0256
YouTube,Positive,Emotional,Ordinary,Suction,Non-Season,0.0097
YouTube,Positive,Emotional,Ordinary,Suction,Non-Season,0.0323
YouTube,Positive,Rational,Profession,Suction,Season,0.0116
YouTube,Positive,Rational,Profession,Suction,Non-Season,0.0174
YouTube,Positive,Rational,Profession,Suction,Season,0.0128
YouTube,Positive,Emotional,Character,Suction,Season,0.0351
YouTube,Negative,Emotional,Ordinary,Suction,Non-Season,0.0271
